brand,model,prod_year,mileage,engine_capacity,fuel_type,power,gearbox,body_type,doors,seats,color,condition,price
Audi,A6 Allroad,2014,219 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kombi,5.0,5.0,Inny kolor,Używane,86 900        PLN
Audi,A6,2019,109 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,179 800        PLN
Audi,RS7,2014,66 000 km,3 993 cm3,Benzyna,560 KM,Automatyczna,Sedan,5.0,4.0,Czarny,Używane,193 900        PLN
Audi,Q7,2016,88 970 km,2 995 cm3,Benzyna,333 KM,Automatyczna,SUV,5.0,7.0,Czarny,Używane,159 999        PLN
Audi,A4,2009,255 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,38 000        PLN
Audi,Q3,2021,58 000 km,1 968 cm3,Diesel,200 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,231 609        PLN
Audi,Q5,2010,195 888 km,1 968 cm3,Diesel,170 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,61 777        PLN
Audi,Q5,2009,286 078 km,1 984 cm3,Benzyna+LPG,211 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,49 900        PLN
Audi,Q5,2010,246 400 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,61 500        PLN
Audi,S3,2015,95 000 km,1 984 cm3,Benzyna,300 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,94 500        PLN
Audi,A6,2002,378 670 km,1 900 cm3,Diesel,130 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,15 000        PLN
Audi,SQ7,2017,173 000 km,3 956 cm3,Diesel,435 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,254 000        PLN
Audi,A7,2014,145 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,Sedan,5.0,4.0,Biały,Używane,89 500        PLN
Audi,A5,2020,155 500 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,5.0,5.0,Czarny,Używane,169 800        PLN
Audi,A6,2019,42 000 km,2 967 cm3,Diesel,231 KM,Automatyczna,Sedan,4.0,5.0,Srebrny,Używane,119 000        PLN
Audi,RS4,2012,83 000 km,4 163 cm3,Benzyna,450 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,73 500        PLN
Audi,Q5,2018,71 700 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,186 000        PLN
Audi,Q7,2018,99 900 km,2 967 cm3,Diesel,285 KM,Automatyczna,SUV,5.0,5.0,Złoty,Używane,226 935        PLN
Audi,A4,2019,89 600 km,2 000 cm3,Benzyna,150 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,128 900        PLN
Audi,Q2,2020,32 300 km,1 500 cm3,Benzyna,150 KM,Automatyczna,SUV,5.0,5.0,Beżowy,Używane,121 900        PLN
Audi,A6,2017,30 800 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,119 900        PLN
Audi,A6,2005,400 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,Kombi,5.0,5.0,Granatowy,Używane,19 000        PLN
Audi,A4,2015,151 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,69 900        PLN
Audi,A4,2016,191 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,77 900        PLN
Audi,A6,2014,180 258 km,1 968 cm3,Diesel,190 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,74 444        PLN
Audi,A6,2013,201 730 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,84 000        PLN
Audi,A6,2012,340 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,44 899        PLN
Audi,A5,2018,40 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Coupe,5.0,5.0,Inny kolor,Używane,172 900        PLN
Audi,A6,2005,240 000 km,2 000 cm3,Benzyna,170 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,23 700        PLN
Audi,S5,2013,185 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,Coupe,2.0,4.0,Biały,Używane,78 600        PLN
Audi,A4,2014,220 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,46 900        PLN
Audi,A4,2009,200 000 km,1 968 cm3,Diesel,120 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,32 999        PLN
Audi,A5,2018,86 300 km,1 968 cm3,Diesel,190 KM,Automatyczna,Sedan,5.0,5.0,Inny kolor,Używane,173 777        PLN
Audi,A6,2013,290 100 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,54 000        PLN
Audi,Q7,2023,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,364 900        PLN
Audi,A4,2020,28 678 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Kombi,5.0,,Szary,Używane,125 999        PLN
Audi,Q3,2019,51 600 km,1 984 cm3,Benzyna,230 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,184 000        PLN
Audi,A5,2017,124 035 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,5.0,5.0,Szary,Używane,142 803        PLN
Audi,Q8,2023,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,434 600        PLN
Audi,Q4,2022,1 km,,Elektryczny,204 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,301 900        PLN
Audi,A4,2013,249 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,Sedan,5.0,5.0,Biały,Używane,47 800        PLN
Audi,A4,2009,314 800 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Biały,Używane,33 500        PLN
Audi,A6,2013,250 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Kombi,5.0,,Czarny,Używane,54 900        PLN
Audi,RS Q3,2020,70 821 km,2 498 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Czerwony,Używane,279 900        PLN
Audi,A6,2007,297 000 km,2 698 cm3,Diesel,180 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,25 500        PLN
Audi,A5,2018,189 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,5.0,5.0,Czarny,Używane,134 800        PLN
Audi,A4,2011,384 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Inny kolor,Używane,37 500        PLN
Audi,A6,2012,255 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,69 900        PLN
Audi,Q7,2011,260 000 km,4 134 cm3,Diesel,340 KM,Automatyczna,Kombi,4.0,7.0,Czarny,Używane,83 000        PLN
Audi,A8,2014,51 000 km,3 993 cm3,Benzyna,435 KM,Automatyczna,Sedan,4.0,4.0,Czarny,Używane,189 000        PLN
Audi,A6,2008,310 050 km,2 698 cm3,Diesel,180 KM,Automatyczna,Sedan,5.0,5.0,Szary,Używane,32 900        PLN
Audi,A3,2014,115 000 km,1 598 cm3,Diesel,110 KM,Manualna,Kompakt,5.0,5.0,Biały,Używane,55 500        PLN
Audi,A3,2016,107 394 km,1 968 cm3,Diesel,150 KM,Manualna,Sedan,5.0,5.0,Czarny,Używane,77 900        PLN
Audi,Q2,2021,17 000 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,130 000        PLN
Audi,A4,2002,510 000 km,1 896 cm3,Diesel,130 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,11 490        PLN
Audi,A4,2006,226 100 km,2 967 cm3,Diesel,233 KM,Automatyczna,Sedan,4.0,5.0,Czerwony,Używane,33 900        PLN
Audi,A6,2022,28 954 km,2 967 cm3,Diesel,286 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,399 900        PLN
Audi,A8,1995,439 000 km,4 172 cm3,Benzyna+LPG,310 KM,Automatyczna,Sedan,5.0,5.0,Srebrny,Używane,20 500        PLN
Audi,RS3,2018,99 900 km,2 480 cm3,Benzyna,400 KM,Automatyczna,Kompakt,5.0,5.0,Czerwony,Używane,285 000        PLN
Audi,A3,2005,259 250 km,1 595 cm3,Benzyna,102 KM,Manualna,Kompakt,3.0,5.0,Czarny,Używane,18 500        PLN
Audi,Q7,2009,309 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,64 900        PLN
Audi,Q5,2023,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,278 600        PLN
Audi,RS Q3,2021,54 000 km,2 480 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,282 800        PLN
Audi,A4,2012,218 600 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Brązowy,Używane,46 500        PLN
Audi,A4,2008,230 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,31 500        PLN
Audi,A6,2006,493 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,4.0,5.0,Srebrny,Używane,29 700        PLN
Audi,A4 Allroad,2019,27 560 km,1 984 cm3,Benzyna,245 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,164 800        PLN
Audi,RS Q3,2023,5 km,2 480 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Szary,Nowe,360 000        PLN
Audi,Q7,2010,273 835 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,64 575        PLN
Audi,A6,2018,99 478 km,1 968 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Niebieski,Używane,162 900        PLN
Audi,A4,2022,10 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Sedan,5.0,5.0,Biały,Nowe,168 285        PLN
Audi,A6,2007,415 600 km,2 967 cm3,Diesel,233 KM,Automatyczna,Sedan,5.0,5.0,Srebrny,Używane,25 500        PLN
Audi,80,1992,300 000 km,1 984 cm3,Benzyna,116 KM,Manualna,Sedan,2.0,5.0,Czerwony,Używane,9 999        PLN
Audi,A6,2006,250 000 km,2 698 cm3,Diesel,163 KM,Automatyczna,Sedan,4.0,,Szary,Używane,24 499        PLN
Audi,A4,2005,294 000 km,1 896 cm3,Diesel,115 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,17 500        PLN
Audi,Q5,2021,42 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,186 500        PLN
Audi,Q7,2020,32 000 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,7.0,Biały,Używane,347 000        PLN
Audi,A3,2010,183 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kompakt,5.0,5.0,Niebieski,Używane,35 000        PLN
Audi,A4,2012,263 000 km,1 968 cm3,Diesel,177 KM,Manualna,Sedan,5.0,5.0,Czarny,Używane,55 000        PLN
Audi,Q3,2018,28 264 km,1 984 cm3,Benzyna,220 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,109 990        PLN
Audi,A4,2012,184 111 km,1 798 cm3,Benzyna,170 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,55 900        PLN
Audi,A6,2013,216 000 km,1 968 cm3,Diesel,177 KM,Manualna,Sedan,5.0,5.0,Granatowy,Używane,68 500        PLN
Audi,A4,2002,305 500 km,2 976 cm3,Benzyna+LPG,220 KM,Automatyczna,Sedan,5.0,5.0,Srebrny,Używane,14 000        PLN
Audi,A4,2016,65 000 km,1 968 cm3,Diesel,150 KM,Manualna,Sedan,5.0,5.0,Czarny,Używane,84 999        PLN
Audi,Q5,2015,124 000 km,1 984 cm3,Benzyna,224 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,84 900        PLN
Audi,A6,2008,390 000 km,2 698 cm3,Diesel,180 KM,Manualna,Kombi,5.0,5.0,Inny kolor,Używane,27 000        PLN
Audi,Q5,2010,236 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,61 900        PLN
Audi,A1,2022,5 000 km,999 cm3,Benzyna,110 KM,Manualna,Auta miejskie,5.0,4.0,Czerwony,Używane,118 900        PLN
Audi,Q7,2018,130 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,219 000        PLN
Audi,A3,2004,229 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kompakt,5.0,5.0,Szary,Używane,17 900        PLN
Audi,A4,2020,54 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,179 900        PLN
Audi,A3,2019,54 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,117 900        PLN
Audi,A1,2010,185 000 km,1 598 cm3,Diesel,105 KM,Manualna,Auta małe,3.0,4.0,Czarny,Używane,28 500        PLN
Audi,A4,2012,220 000 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,49 900        PLN
Audi,A4,2018,99 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,144 900        PLN
Audi,Q3,2015,115 000 km,1 968 cm3,Diesel,184 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,98 000        PLN
Audi,A6,2013,243 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Kombi,5.0,5.0,Inny kolor,Używane,59 800        PLN
Audi,A4,2017,163 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Kombi,4.0,5.0,Biały,Używane,80 900        PLN
Audi,A6,2014,165 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Granatowy,Używane,31 900        PLN
Audi,A4,2006,269 418 km,1 896 cm3,Diesel,115 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,20 700        PLN
Audi,A4,2013,250 000 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,4.0,5.0,Szary,Używane,54 700        PLN
Audi,Q7,2010,159 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,7.0,Czarny,Używane,59 990        PLN
Audi,A7,2021,13 024 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,299 900        PLN
Audi,Q3,2018,60 000 km,1 984 cm3,Benzyna,220 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,96 400        PLN
Audi,A4,2019,199 999 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,87 900        PLN
Audi,A4,2007,219 188 km,3 123 cm3,Benzyna,255 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,31 200        PLN
Audi,A8,2013,263 000 km,4 134 cm3,Diesel,385 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,133 000        PLN
Audi,e-tron GT,2021,12 500 km,,Elektryczny,598 KM,Automatyczna,Coupe,4.0,5.0,Szary,Używane,529 900        PLN
Audi,A6,2017,238 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,103 900        PLN
Audi,A4,2015,179 000 km,2 967 cm3,Diesel,204 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,68 500        PLN
Audi,A4,2003,245 400 km,1 896 cm3,Diesel,100 KM,Manualna,Kombi,5.0,5.0,Brązowy,Używane,11 900        PLN
Audi,A6,2006,175 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,Sedan,4.0,,Czarny,Używane,23 500        PLN
Audi,A7,2015,229 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,Sedan,5.0,5.0,Szary,Używane,144 900        PLN
Audi,Q8,2023,1 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,423 000        PLN
Audi,A5,2014,164 000 km,1 984 cm3,Benzyna,225 KM,Automatyczna,Coupe,5.0,5.0,Niebieski,Używane,77 900        PLN
Audi,A4,2018,102 279 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Sedan,5.0,5.0,Szary,Używane,115 000        PLN
Audi,A5,2017,55 370 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Sedan,4.0,5.0,Zielony,Używane,149 000        PLN
Audi,A6,2013,164 376 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,69 000        PLN
Audi,A3,2013,207 340 km,1 598 cm3,Diesel,105 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,38 499        PLN
Audi,A4,2019,74 456 km,1 984 cm3,Benzyna,245 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,174 900        PLN
Audi,Q5,2019,89 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,165 900        PLN
Audi,A3,2010,191 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,32 999        PLN
Audi,A4,2018,45 500 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Sedan,5.0,5.0,Srebrny,Używane,119 000        PLN
Audi,A5,2017,190 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,5.0,5.0,Biały,Używane,109 000        PLN
Audi,A4,2006,234 000 km,1 896 cm3,Diesel,115 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,18 500        PLN
Audi,A3,2003,277 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kompakt,3.0,5.0,Szary,Używane,9 900        PLN
Audi,A6,2013,219 000 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,4.0,5.0,Szary,Używane,52 900        PLN
Audi,Q7,2014,250 500 km,2 967 cm3,Diesel,245 KM,Automatyczna,SUV,5.0,7.0,Srebrny,Używane,91 900        PLN
Audi,A6,2015,196 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,96 900        PLN
Audi,A5,2017,140 377 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Coupe,5.0,5.0,Czarny,Używane,162 500        PLN
Audi,A4,2005,188 284 km,1 984 cm3,Benzyna,130 KM,Manualna,Kombi,4.0,5.0,Szary,Używane,18 800        PLN
Audi,A8,2011,154 000 km,4 163 cm3,Benzyna,372 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,81 900        PLN
Audi,A6,2023,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,Sedan,5.0,5.0,Szary,Nowe,252 328        PLN
Audi,Q3,2012,74 000 km,1 984 cm3,Benzyna,170 KM,Manualna,SUV,5.0,5.0,Biały,Używane,67 000        PLN
Audi,A3,2013,181 700 km,1 395 cm3,Benzyna,122 KM,Automatyczna,Auta miejskie,3.0,5.0,Czarny,Używane,47 700        PLN
Audi,A6,2023,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,Sedan,5.0,5.0,Biały,Nowe,272 936        PLN
Audi,S4,2001,270 000 km,2 671 cm3,Benzyna,265 KM,Automatyczna,Sedan,5.0,5.0,Biały,Używane,54 000        PLN
Audi,A4,2009,263 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,32 000        PLN
Audi,A4,2004,234 000 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,13 900        PLN
Audi,Q3,2012,135 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,59 900        PLN
Audi,A3,2016,43 000 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Sedan,4.0,5.0,Srebrny,Używane,85 000        PLN
Audi,A4,2018,189 000 km,1 968 cm3,Diesel,190 KM,Manualna,Kombi,5.0,5.0,Czerwony,Używane,89 800        PLN
Audi,A4 Allroad,2018,98 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,134 500        PLN
Audi,A5,2021,11 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Coupe,5.0,5.0,Czarny,Używane,208 000        PLN
Audi,A3,2016,95 000 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Sedan,4.0,5.0,Biały,Używane,87 000        PLN
Audi,A4,2020,159 000 km,1 968 cm3,Diesel,163 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,127 800        PLN
Audi,Q7,2016,109 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,170 000        PLN
Audi,A6,2014,216 221 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,85 000        PLN
Audi,A3,2011,226 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kompakt,5.0,5.0,Inny kolor,Używane,34 900        PLN
Audi,Q5,2021,6 541 km,1 984 cm3,Benzyna,245 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,229 000        PLN
Audi,Q5,2016,88 000 km,1 984 cm3,Benzyna,225 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,108 000        PLN
Audi,A6,2003,155 800 km,2 393 cm3,Benzyna,170 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,12 500        PLN
Audi,A6,2010,387 652 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,35 900        PLN
Audi,RS Q3,2020,45 000 km,2 480 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,265 000        PLN
Audi,A5,2018,24 000 km,1 984 cm3,Benzyna,245 KM,Automatyczna,Coupe,5.0,5.0,Szary,Używane,149 000        PLN
Audi,A4,2017,174 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,88 500        PLN
Audi,Q5,2019,36 480 km,1 984 cm3,Benzyna,252 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,149 900        PLN
Audi,A3,2006,222 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Kompakt,2.0,5.0,Czarny,Używane,18 800        PLN
Audi,Q5,2009,203 650 km,1 984 cm3,Benzyna,211 KM,Automatyczna,SUV,5.0,5.0,Granatowy,Używane,41 900        PLN
Audi,SQ8,2019,53 000 km,3 956 cm3,Diesel,435 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,495 000        PLN
Audi,A3,2008,180 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Auta małe,3.0,5.0,Czarny,Używane,23 900        PLN
Audi,A5,2018,133 312 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Coupe,5.0,5.0,Granatowy,Używane,119 500        PLN
Audi,A6,2005,319 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,Sedan,5.0,5.0,Zielony,Używane,26 000        PLN
Audi,A4,2013,265 772 km,1 968 cm3,Diesel,143 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,48 000        PLN
Audi,A6,2011,285 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,62 900        PLN
Audi,A5,2013,151 686 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kabriolet,2.0,4.0,Szary,Używane,78 000        PLN
Audi,A4,2003,276 000 km,1 896 cm3,Diesel,130 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,16 900        PLN
Audi,Q5,2019,140 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,171 000        PLN
Audi,A5,2010,218 000 km,1 984 cm3,Benzyna,180 KM,Manualna,Coupe,2.0,4.0,Biały,Używane,44 999        PLN
Audi,Q5,2021,37 200 km,1 984 cm3,Benzyna,265 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,182 900        PLN
Audi,A7,2016,230 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,Sedan,5.0,4.0,Czarny,Używane,147 600        PLN
Audi,Q3,2021,6 700 km,1 984 cm3,Benzyna,190 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,149 800        PLN
Audi,A6,2007,277 000 km,2 698 cm3,Diesel,179 KM,Automatyczna,Kombi,5.0,5.0,Błękitny,Używane,27 800        PLN
Audi,A3,2012,212 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kompakt,5.0,5.0,Biały,Używane,39 900        PLN
Audi,TT,2003,120 000 km,1 781 cm3,Benzyna,150 KM,Manualna,Kabriolet,2.0,2.0,Zielony,Używane,31 900        PLN
Audi,A6,2020,119 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,169 800        PLN
Audi,TT,2017,49 000 km,1 798 cm3,Benzyna,180 KM,Manualna,Coupe,2.0,4.0,Biały,Używane,79 900        PLN
Audi,Q3,2017,98 500 km,1 395 cm3,Benzyna,150 KM,Manualna,SUV,5.0,5.0,Czarny,Używane,103 320        PLN
Audi,A5,2011,196 000 km,1 968 cm3,Diesel,170 KM,Manualna,Coupe,5.0,5.0,Biały,Używane,69 000        PLN
Audi,A4,2008,254 041 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czerwony,Używane,39 500        PLN
Audi,A6,2006,217 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,26 900        PLN
Audi,e-tron GT,2022,5 km,,Elektryczny,598 KM,Automatyczna,Coupe,,,Czerwony,Nowe,614 147        PLN
Audi,A7,2011,178 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,Sedan,5.0,4.0,Czarny,Używane,100 000        PLN
Audi,A6,2015,150 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Granatowy,Używane,91 900        PLN
Audi,A4,2016,216 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,68 999        PLN
Audi,A4,2016,227 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,77 500        PLN
Audi,A6,2012,238 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,62 400        PLN
Audi,A4,2010,266 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,34 999        PLN
Audi,A5,2010,204 782 km,1 968 cm3,Diesel,170 KM,Manualna,Sedan,5.0,4.0,Czarny,Używane,44 999        PLN
Audi,A6,2005,299 800 km,2 967 cm3,Diesel,224 KM,Automatyczna,Kombi,5.0,5.0,Granatowy,Używane,20 600        PLN
Audi,A6,2017,124 600 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,4.0,5.0,Czarny,Używane,114 900        PLN
Audi,A6,2011,239 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,69 900        PLN
Audi,A4,2010,273 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,31 999        PLN
Audi,A4,2004,327 759 km,1 896 cm3,Diesel,100 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,9 600        PLN
Audi,A6,2015,160 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,Sedan,4.0,,Szary,Używane,140 000        PLN
Audi,A6,2007,242 755 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5.0,5.0,Inny kolor,Używane,20 500        PLN
