brand,model,prod_year,mileage,engine_capacity,fuel_type,power,gearbox,body_type,doors,seats,color,condition,price
Audi,Q7,2023,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,319 855        PLN
Audi,Q3,2022,3 000 km,1 498 cm3,Benzyna,150 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,164 900        PLN
Audi,Q3,2023,1 km,1 498 cm3,Benzyna,150 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,166 232        PLN
Audi,S8,2013,152 000 km,3 993 cm3,Benzyna,520 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,149 000        PLN
Audi,Q4,2023,5 km,,Elektryczny,204 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,306 400        PLN
Audi,TT,2022,5 km,1 984 cm3,Benzyna,320 KM,Automatyczna,Coupe,2.0,4.0,Biały,Nowe,282 500        PLN
Audi,Q5,2011,214 000 km,1 968 cm3,Diesel,170 KM,Manualna,SUV,5.0,5.0,Biały,Używane,60 999        PLN
Audi,Q7,2022,19 459 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,272 000        PLN
Audi,A4,2001,225 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Sedan,4.0,5.0,Bordowy,Używane,14 500        PLN
Audi,A7,2023,1 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Nowe,301 700        PLN
Audi,Q3,2023,1 km,1 498 cm3,Diesel,150 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,161 000        PLN
Audi,Q4,2022,1 km,,Elektryczny,204 KM,Automatyczna,SUV,5.0,5.0,Szary,Nowe,276 300        PLN
Audi,Q4,2022,1 km,,Elektryczny,170 KM,Automatyczna,SUV,5.0,5.0,Szary,Nowe,237 700        PLN
Audi,Q3,2022,1 km,1 968 cm3,Diesel,150 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,220 300        PLN
Audi,A4,2010,249 800 km,1 798 cm3,Benzyna,160 KM,Manualna,Kombi,4.0,5.0,Czerwony,Używane,29 900        PLN
Audi,A4,2007,283 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5.0,5.0,Inny kolor,Używane,23 900        PLN
Audi,RS6,2022,15 km,3 996 cm3,Benzyna,600 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,679 900        PLN
Audi,RS Q3,2023,5 km,2 480 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Czerwony,Nowe,341 000        PLN
Audi,SQ5,2015,143 600 km,2 967 cm3,Diesel,313 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,127 000        PLN
Audi,A3,2022,5 000 km,1 489 cm3,Diesel,150 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,189 900        PLN
Audi,Q5,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,264 700        PLN
Audi,A4,2014,206 217 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,51 700        PLN
Audi,A3,2013,197 000 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Sedan,4.0,5.0,Srebrny,Używane,69 900        PLN
Audi,Q7,2017,138 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Używane,208 500        PLN
Audi,A4,2012,253 000 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Biały,Używane,38 000        PLN
Audi,A6,2023,1 km,1 968 cm3,Diesel,163 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Nowe,213 500        PLN
Audi,A4,2022,4 300 km,1 968 cm3,Diesel,163 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,139 500        PLN
Audi,A3,2005,257 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,17 900        PLN
Audi,A4,2008,246 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,22 900        PLN
Audi,A4,2010,202 000 km,1 968 cm3,Diesel,143 KM,Manualna,Sedan,4.0,5.0,Czarny,Używane,34 900        PLN
Audi,A5,2018,124 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,5.0,4.0,Szary,Używane,160 500        PLN
Audi,S3,2023,5 km,1 984 cm3,Benzyna,310 KM,Automatyczna,Sedan,4.0,5.0,Złoty,Nowe,220 783        PLN
Audi,S3,2023,5 km,1 984 cm3,Benzyna,310 KM,Automatyczna,Sedan,4.0,5.0,Złoty,Nowe,220 783        PLN
Audi,A4,2022,14 000 km,1 984 cm3,Benzyna,204 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,185 000        PLN
Audi,A6,2009,275 000 km,2 967 cm3,Diesel,240 KM,Manualna,Kombi,5.0,,Inny kolor,Używane,43 900        PLN
Audi,A8,2019,89 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,246 500        PLN
Audi,A8,2019,28 000 km,2 995 cm3,Hybryda,340 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,434 400        PLN
Audi,A4,2006,236 365 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5.0,5.0,Inny kolor,Używane,19 400        PLN
Audi,A3,2010,149 000 km,1 390 cm3,Benzyna,125 KM,Manualna,Kompakt,5.0,5.0,Inny kolor,Używane,32 000        PLN
Audi,A4,2008,178 849 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,37 999        PLN
Audi,Q5,2009,299 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,53 500        PLN
Audi,A4,2019,33 000 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,152 520        PLN
Audi,A6,2014,172 400 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Niebieski,Używane,84 999        PLN
Audi,S5,2012,150 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,Coupe,3.0,4.0,Czarny,Używane,77 000        PLN
Audi,A4,2008,101 028 km,1 798 cm3,Benzyna,160 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,29 900        PLN
Audi,Q7,2018,117 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,235 000        PLN
Audi,A6,2017,244 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,89 999        PLN
Audi,A5,2014,290 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Coupe,5.0,5.0,Biały,Używane,69 999        PLN
Audi,A5,2021,9 500 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Coupe,5.0,5.0,Szary,Używane,234 900        PLN
Audi,A6,2019,183 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,155 000        PLN
Audi,Q5,2023,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,245 300        PLN
Audi,A6,2018,196 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,159 777        PLN
Audi,A4,2020,179 600 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,125 900        PLN
Audi,Q5,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,254 600        PLN
Audi,A4,2009,403 347 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,24 500        PLN
Audi,A8,2022,3 000 km,2 995 cm3,Hybryda,462 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Nowe,610 000        PLN
Audi,Q5,2018,52 910 km,1 984 cm3,Benzyna,252 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,139 900        PLN
Audi,Q5,2018,117 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Inny kolor,Używane,154 900        PLN
Audi,Q5,2018,80 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,119 500        PLN
Audi,A6,2020,131 100 km,2 967 cm3,Diesel,286 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,209 900        PLN
Audi,A6,2021,26 594 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Kombi,5.0,5.0,Czerwony,Używane,269 900        PLN
Audi,A7,2021,11 644 km,1 968 cm3,Diesel,204 KM,Automatyczna,Sedan,5.0,4.0,Zielony,Używane,289 900        PLN
Audi,A3,2009,217 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kompakt,5.0,5.0,Czarny,Używane,28 999        PLN
Audi,Q5,2013,174 535 km,1 984 cm3,Benzyna,224 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,69 000        PLN
Audi,Q7,2023,5 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,325 900        PLN
Audi,A8,2011,348 000 km,4 134 cm3,Diesel,350 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,103 320        PLN
Audi,S4,2021,16 969 km,2 967 cm3,Diesel,341 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,289 900        PLN
Audi,Q7,2023,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,5.0,7.0,Biały,Nowe,323 617        PLN
Audi,A4,2014,212 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,59 900        PLN
Audi,SQ5,2018,94 729 km,2 995 cm3,Benzyna,354 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,179 900        PLN
Audi,A4,2011,221 952 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,34 900        PLN
Audi,RS7,2017,62 000 km,3 993 cm3,Benzyna,605 KM,Automatyczna,Sedan,5.0,4.0,Niebieski,Używane,285 000        PLN
Audi,A6,2007,250 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,Kombi,5.0,5.0,Inny kolor,Używane,23 900        PLN
Audi,A6,2013,234 304 km,2 967 cm3,Diesel,245 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,75 000        PLN
Audi,Q5,2019,87 900 km,1 984 cm3,Benzyna,245 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,149 900        PLN
Audi,Q5,2012,185 000 km,1 968 cm3,Diesel,170 KM,Manualna,SUV,5.0,5.0,Czarny,Używane,74 900        PLN
Audi,A4,2012,247 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,51 900        PLN
Audi,A6,2006,325 000 km,3 123 cm3,Benzyna,255 KM,Manualna,Kombi,5.0,5.0,Zielony,Używane,20 900        PLN
Audi,A5,2011,201 500 km,1 984 cm3,Benzyna,252 KM,Manualna,Coupe,2.0,5.0,Inny kolor,Używane,39 999        PLN
Audi,Q5,2009,268 965 km,1 968 cm3,Diesel,170 KM,Manualna,SUV,5.0,,Biały,Używane,51 900        PLN
Audi,Q5,2019,98 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,174 900        PLN
Audi,RS7,2021,55 500 km,3 996 cm3,Benzyna,600 KM,Automatyczna,Sedan,5.0,5.0,Granatowy,Używane,559 900        PLN
Audi,SQ5,2017,126 000 km,2 995 cm3,Benzyna,354 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,199 260        PLN
Audi,A6,2018,166 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,172 200        PLN
Audi,A4,1996,387 826 km,1 781 cm3,Benzyna+LPG,125 KM,Manualna,Kombi,5.0,5.0,Granatowy,Używane,3 900        PLN
Audi,A6,2012,149 000 km,2 995 cm3,Benzyna,310 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,59 900        PLN
Audi,Q3,2016,136 000 km,1 395 cm3,Benzyna,150 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,84 900        PLN
Audi,A3,2009,245 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kompakt,3.0,5.0,Granatowy,Używane,27 000        PLN
Audi,Q5,2012,173 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,65 700        PLN
Audi,A4,2003,316 994 km,1 984 cm3,Benzyna+LPG,130 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,5 000        PLN
Audi,A4,2011,91 500 km,1 984 cm3,Benzyna,211 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,52 500        PLN
Audi,A5,2022,5 000 km,1 984 cm3,Benzyna,204 KM,Automatyczna,Kompakt,5.0,5.0,Niebieski,Używane,259 900        PLN
Audi,A6,2014,216 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,67 500        PLN
Audi,A4,2009,298 000 km,1 968 cm3,Diesel,143 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,36 900        PLN
Audi,A5,2011,250 000 km,1 968 cm3,Diesel,170 KM,Manualna,Coupe,5.0,4.0,Czarny,Używane,56 900        PLN
Audi,A5,2011,250 000 km,1 968 cm3,Diesel,170 KM,Manualna,Coupe,5.0,4.0,Czarny,Używane,56 900        PLN
Audi,A4,2011,288 500 km,1 968 cm3,Diesel,120 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,34 900        PLN
Audi,A6,2017,61 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,Kombi,5.0,5.0,Czerwony,Używane,203 900        PLN
Audi,A8,2007,282 310 km,4 134 cm3,Diesel,326 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,40 000        PLN
Audi,SQ5,2014,115 000 km,2 995 cm3,Benzyna,354 KM,Automatyczna,SUV,5.0,5.0,Biały,Używane,96 900        PLN
Audi,Q5,2013,153 000 km,1 968 cm3,Diesel,177 KM,Manualna,SUV,5.0,5.0,Szary,Używane,89 900        PLN
Audi,A6,2017,110 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,4.0,5.0,Czarny,Używane,115 000        PLN
Audi,Q3,2013,217 000 km,1 968 cm3,Diesel,140 KM,Manualna,SUV,5.0,5.0,Błękitny,Używane,79 900        PLN
Audi,Q5,2019,58 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Złoty,Używane,178 900        PLN
Audi,Q5,2013,199 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,81 900        PLN
Audi,A4,2008,228 000 km,2 967 cm3,Diesel,240 KM,Manualna,Sedan,5.0,5.0,Srebrny,Używane,33 900        PLN
Audi,A6,2005,247 536 km,2 967 cm3,Diesel,224 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,26 900        PLN
Audi,A4,2016,215 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,77 900        PLN
Audi,A4,2005,211 000 km,1 896 cm3,Diesel,115 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,18 900        PLN
Audi,A8,2014,305 000 km,4 134 cm3,Diesel,385 KM,Automatyczna,Sedan,4.0,4.0,Czarny,Używane,119 900        PLN
Audi,A4,2015,245 000 km,1 968 cm3,Diesel,120 KM,Manualna,Kombi,5.0,5.0,Biały,Używane,54 000        PLN
Audi,A3,2018,43 000 km,1 500 cm3,Benzyna,150 KM,Automatyczna,Kompakt,5.0,5.0,Szary,Używane,111 900        PLN
Audi,Q5,2018,44 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,SUV,5.0,5.0,Granatowy,Używane,147 000        PLN
Audi,A6,2015,239 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,94 999        PLN
Audi,Q5,2010,289 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Brązowy,Używane,64 500        PLN
Audi,Q5,2018,84 382 km,1 984 cm3,Benzyna,265 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Używane,139 000        PLN
Audi,e-tron GT,2022,7 km,,Elektryczny,476 KM,Automatyczna,Coupe,4.0,5.0,Czarny,Nowe,556 912        PLN
Audi,A6,2011,263 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,65 900        PLN
Audi,TT,2014,92 300 km,1 984 cm3,Benzyna,230 KM,Automatyczna,Coupe,2.0,4.0,Czerwony,Używane,118 000        PLN
Audi,S3,2019,68 000 km,1 984 cm3,Benzyna,300 KM,Automatyczna,Kompakt,4.0,5.0,Czarny,Używane,165 000        PLN
Audi,A3,2009,236 600 km,1 896 cm3,Diesel,105 KM,Manualna,Kompakt,3.0,5.0,Szary,Używane,27 499        PLN
Audi,A6,2018,148 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Złoty,Używane,141 450        PLN
Audi,Q7,2017,64 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,SUV,5.0,7.0,Biały,Używane,215 000        PLN
Audi,A4,2020,144 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,135 900        PLN
Audi,A4,2007,225 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5.0,,Błękitny,Używane,22 500        PLN
Audi,A5,2017,154 163 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Sedan,5.0,5.0,Biały,Używane,147 000        PLN
Audi,A3,2023,1 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kompakt,5.0,5.0,Szary,Nowe,157 500        PLN
Audi,A3,2011,180 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,34 000        PLN
Audi,A3,2022,1 km,1 395 cm3,Hybryda,150 KM,Automatyczna,Kompakt,5.0,5.0,Szary,Nowe,224 940        PLN
Audi,Q5,2022,1 km,1 968 cm3,Diesel,163 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,212 300        PLN
Audi,A4,2022,1 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Sedan,4.0,5.0,Szary,Nowe,180 973        PLN
Audi,SQ8,2020,48 000 km,3 956 cm3,Diesel,435 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,540 000        PLN
Audi,A3,2018,88 000 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kompakt,5.0,5.0,Czarny,Używane,85 900        PLN
Audi,A3,2008,200 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kompakt,3.0,5.0,Szary,Używane,24 900        PLN
Audi,Q5,2019,100 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,177 800        PLN
Audi,A4,2009,308 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,38 600        PLN
Audi,A4,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Niebieski,Nowe,231 150        PLN
Audi,A4,2015,299 000 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,59 901        PLN
Audi,A6,2008,204 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,29 900        PLN
Audi,Q7,2022,30 664 km,,Diesel,231 KM,Automatyczna,SUV,5.0,5.0,Szary,Używane,299 900        PLN
Audi,S5,2017,59 000 km,2 995 cm3,Benzyna,354 KM,Automatyczna,Coupe,2.0,4.0,Czerwony,Używane,230 010        PLN
Audi,S8,2007,250 782 km,5 204 cm3,Benzyna,450 KM,Automatyczna,Sedan,4.0,5.0,Niebieski,Używane,59 500        PLN
Audi,A6,2022,6 481 km,1 968 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Inny kolor,Używane,271 336        PLN
Audi,A4,2017,183 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,95 999        PLN
Audi,A3,2009,235 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kompakt,5.0,5.0,Szary,Używane,26 000        PLN
Audi,A4,2012,156 000 km,1 968 cm3,Diesel,136 KM,Manualna,Sedan,5.0,,Inny kolor,Używane,16 500        PLN
Audi,Q8,2023,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,5.0,5.0,Srebrny,Nowe,432 422        PLN
Audi,A4,2023,1 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Nowe,165 200        PLN
Audi,A3,2016,200 000 km,1 968 cm3,Diesel,150 KM,Manualna,Sedan,5.0,5.0,Szary,Używane,68 499        PLN
Audi,A4,2012,253 150 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,49 900        PLN
Audi,Q7,2023,1 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,7.0,Czarny,Nowe,358 100        PLN
Audi,S5,2019,22 964 km,2 995 cm3,Benzyna,354 KM,Automatyczna,Coupe,5.0,5.0,Niebieski,Używane,210 330        PLN
Audi,A6,2015,270 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,Sedan,5.0,5.0,Szary,Używane,82 900        PLN
Audi,Q5,2011,276 000 km,1 968 cm3,Diesel,143 KM,Manualna,SUV,5.0,5.0,Czarny,Używane,62 900        PLN
Audi,A6,2018,70 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5.0,5.0,Niebieski,Używane,117 999        PLN
Audi,A4,2008,238 000 km,1 968 cm3,Diesel,136 KM,Manualna,Kombi,5.0,,Szary,Używane,33 900        PLN
Audi,A3,2022,6 500 km,1 968 cm3,Diesel,116 KM,Manualna,Kompakt,4.0,5.0,Biały,Używane,135 300        PLN
Audi,RS6,2014,148 000 km,3 993 cm3,Benzyna,560 KM,Automatyczna,Kombi,5.0,5.0,Szary,Używane,209 000        PLN
Audi,Q5,2010,221 500 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,58 900        PLN
Audi,Q5,2010,221 500 km,2 967 cm3,Diesel,240 KM,Automatyczna,SUV,5.0,5.0,Czarny,Używane,58 900        PLN
Audi,A5,2021,19 500 km,1 968 cm3,Diesel,204 KM,Automatyczna,Coupe,5.0,5.0,Czarny,Używane,174 900        PLN
Audi,TT,2007,218 000 km,3 189 cm3,Benzyna+LPG,250 KM,Manualna,Coupe,2.0,4.0,Czarny,Używane,64 999        PLN
Audi,S3,2019,63 000 km,1 984 cm3,Benzyna,300 KM,Automatyczna,Sedan,5.0,5.0,Granatowy,Używane,176 505        PLN
Audi,A3,2014,115 706 km,1 390 cm3,Benzyna,125 KM,Automatyczna,Kompakt,5.0,5.0,Biały,Używane,64 000        PLN
Audi,A4,2011,227 087 km,1 968 cm3,Diesel,120 KM,Manualna,Kombi,5.0,5.0,Srebrny,Używane,38 000        PLN
Audi,A5,2009,151 512 km,2 967 cm3,Diesel,240 KM,Automatyczna,Coupe,2.0,4.0,Czarny,Używane,62 500        PLN
Audi,A4,2012,178 000 km,1 968 cm3,Diesel,143 KM,Manualna,Sedan,5.0,5.0,Szary,Używane,45 900        PLN
Audi,A4,2006,171 415 km,1 595 cm3,Benzyna,102 KM,Manualna,Kombi,5.0,5.0,Szary,Używane,25 000        PLN
Audi,Q5,2023,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Niebieski,Nowe,245 400        PLN
Audi,A6,2008,168 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,34 900        PLN
Audi,Q5,2023,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Szary,Nowe,242 704        PLN
Audi,Q5,2023,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,SUV,5.0,5.0,Czarny,Nowe,246 500        PLN
Audi,RS Q3,2020,22 000 km,2 490 cm3,Benzyna,400 KM,Automatyczna,SUV,5.0,5.0,Zielony,Używane,270 000        PLN
Audi,A3,2016,83 784 km,1 395 cm3,Benzyna,150 KM,Manualna,Kompakt,5.0,5.0,Srebrny,Używane,73 000        PLN
Audi,Q5,2012,276 300 km,1 968 cm3,Diesel,143 KM,Manualna,SUV,5.0,5.0,Srebrny,Używane,57 700        PLN
Audi,A6,2006,250 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,28 800        PLN
Audi,A6,2013,230 000 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Sedan,5.0,5.0,Czarny,Używane,63 500        PLN
Audi,A5,2014,166 000 km,1 968 cm3,Diesel,177 KM,Manualna,Coupe,5.0,,Czarny,Używane,72 900        PLN
Audi,A5,2017,51 700 km,1 968 cm3,Diesel,190 KM,Automatyczna,Coupe,2.0,4.0,Szary,Używane,132 000        PLN
Audi,A3,2016,237 500 km,1 598 cm3,Diesel,110 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,49 900        PLN
Audi,A3,2006,220 000 km,1 984 cm3,Benzyna,200 KM,Manualna,Kompakt,5.0,5.0,Inny kolor,Używane,24 999        PLN
Audi,Q3,2023,1 km,1 498 cm3,Benzyna,150 KM,Automatyczna,SUV,5.0,5.0,Biały,Nowe,168 900        PLN
Audi,A5,2017,103 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Coupe,2.0,5.0,Bordowy,Używane,135 000        PLN
Audi,A4,2005,220 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Kombi,5.0,5.0,Czarny,Używane,17 999        PLN
Audi,A4,2017,179 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Sedan,5.0,5.0,Biały,Używane,97 900        PLN
Audi,A4,2014,229 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5.0,5.0,Brązowy,Używane,59 900        PLN
Audi,A6,2010,247 100 km,2 967 cm3,Diesel,240 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,43 000        PLN
Audi,A4,2019,139 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,159 900        PLN
Audi,A5,2020,24 000 km,1 984 cm3,Benzyna,204 KM,Automatyczna,Coupe,4.0,5.0,Czarny,Używane,179 900        PLN
Audi,A8,2017,139 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,Sedan,4.0,5.0,Czarny,Używane,259 900        PLN
Audi,A6,2014,149 000 km,2 967 cm3,Diesel,320 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,119 900        PLN
Audi,A4,2017,189 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Czarny,Używane,88 900        PLN
Audi,Q7,2023,1 km,2 967 cm3,Diesel,231 KM,Automatyczna,SUV,5.0,5.0,Szary,Nowe,310 350        PLN
Audi,A6,2016,161 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,Sedan,4.0,5.0,Szary,Używane,118 888        PLN
Audi,A6,2014,179 700 km,2 967 cm3,Diesel,204 KM,Automatyczna,Kombi,5.0,5.0,Srebrny,Używane,74 900        PLN
Audi,A4,1999,198 300 km,1 781 cm3,Benzyna,125 KM,Manualna,Sedan,5.0,5.0,Czerwony,Używane,8 900        PLN
Audi,A4,2018,81 500 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5.0,5.0,Biały,Używane,145 500        PLN
